Job Title,Role,Level,Company,Year Of Experiences,Location,Salary Range,Required Skills,Source Platform
Senior Project Manager ( Banking / Finance Expertise ),Senior Project Manager Banking / Finance Expertise,['Senior'],GTV VIETNAM,5 năm kinh nghiệm,N/A,Thương lượng,"Banking, English, Finance, Project Management, Scrum Master",https://www.vietnamworks.com/senior-project-manager-banking-finance-expertise-1844470-jv?source=searchResults&searchType=2&placement=1844870&sortBy=date
Chuyên Viên Phân Tích Nghiệp Vụ (Senior Business Analyst) - Upto 35M,Chuyên Viên Phân Tích Nghiệp Vụ Senior Business Analyst - Upto 35M,['Senior'],Công Ty Cổ Phần 1Office,3 năm kinh nghiệm,"Tầng 3, Tháp G2, Tòa nhà Five Star, Số 2 Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",Tới 35tr ₫/tháng,"Phân tích nghiệp vụ, Business analysis, ERP, CRM, HRM",https://www.vietnamworks.com/chuyen-vien-phan-tich-nghiep-vu-senior-business-analyst-upto-35m-1841459-jv?source=searchResults&searchType=2&placement=1841609&sortBy=date
CVCC Phân Tích Khách Hàng Doanh Nghiệp - Business Customer Analysis Specialist - Khối Dữ Liệu (Ho24.304),CVCC Phân Tích Khách Hàng Doanh Nghiệp - Business Customer Analysis Specialist - Khối Dữ Liệu Ho24.304,N/A,Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,1 năm kinh nghiệm,"19th – MB Building,18 Le Van Luong Str., Cau Giay Dist. Hanoi, Vietnam",Thương lượng,"SQL, Power BI, Thu Thập Dữ Liệu, Báo Cáo Số Liệu Kinh Doanh, Tài chính Ngân hàng",https://www.vietnamworks.com/cvcc-phan-tich-khach-hang-doanh-nghiep-business-customer-analysis-specialist-khoi-du-lieu-ho24-304-1842167-jv?source=searchResults&searchType=2&placement=1842567&sortBy=date
Technical Leader (Java),Technical Leader Java,N/A,Endava Việt Nam,6 năm kinh nghiệm,"No. 9 – 11 Dong Da street, ward 2, Tan Binh district, Ho Chi Minh city",Thương lượng,"Java, Scrum, Kanban, Spring, DevOps",https://www.vietnamworks.com/technical-leader-java--1841460-jv?source=searchResults&searchType=2&placement=1841860&sortBy=date
(JP-93) Điều Khiển Điện/Lập Trình PLC,JP-93 Điều Khiển Điện/Lập Trình PLC,N/A,Công Ty TNHH R Techno Việt Nam,1 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM","Từ ¥ 420,000 /tháng","Lập Trình PLC, Phần Mềm PLC, PLC Siemens, Thiết Kế Điện, Tiếng Nhật N3",https://www.vietnamworks.com/-jp-93-djieu-khien-djienlap-trinh-plc-1843015-jv?source=searchResults&searchType=2&placement=1843615&sortBy=date
Senior Backend Java Developer,Senior Backend Java Developer,['Senior'],VINFAST TRADING AND PRODUCTION JSC,3 năm kinh nghiệm,"Symphony Building, Chu Huy Man Street, Hanoi, Vietnam",Thương lượng,"Core Java, Object Oriented Programming, Pattern Design, Technical Document Writing, Reusable Libraries",https://www.vietnamworks.com/senior-backend-java-developer-1839712-jv?source=searchResults&searchType=2&placement=1839762&sortBy=date
Product Manager (Global Market),Product Manager Global Market,N/A,MISA Jointstock Company,1 năm kinh nghiệm,"Tầng 9, tòa nhà Technosoft, phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội","Tới $ 2,500 /tháng","Tiếng Anh, Client Business Analysis, Market Research, Presentation Skills, Product Development",https://www.vietnamworks.com/product-manager-global-market-1839843-jv?source=searchResults&searchType=2&placement=1839893&sortBy=date
Japanese Software Developer,Japanese Software Developer,N/A,Navigos Search's Client,1 năm kinh nghiệm,Hanoi / HCMC,"$ 1,200-2,200 /tháng","Software Development, Project Management, General Communication English, Japanese Communication, Troubleshooting",https://www.vietnamworks.com/japanese-software-developer-1842916-jv?source=searchResults&searchType=2&placement=1843516&sortBy=date
Senior Product Manager,Senior Product Manager,['Senior'],Công Ty Cổ Phần Công Nghệ Sinh Học Kim Hòa Phát,2 năm kinh nghiệm,"381 Đội Cấn, Ba Đình, Hà Nội",Thương lượng,"Phân Tích Thị Trường, Nghiên Cứu Sản Phẩm, Kỹ năng giao tiêp, Kỹ Năng Quản Lý, Thuyết Trình",https://www.vietnamworks.com/senior-product-manager-1837394-jv?source=searchResults&searchType=2&placement=1837744&sortBy=date
"Integration Staff (Implementation, Business Analyst, Data Analyst)","Integration Staff Implementation, Business Analyst, Data Analyst",N/A,"Truecommerce Vietnam Company, Limited",1 năm kinh nghiệm,"Helios Building, Quang Trung Software Complex, District 12",Thương lượng,"business analyst, Customer Service, ERP, Multitasking, Service Implementation",https://www.vietnamworks.com/integration-staff-implementation-business-analyst-data-analyst-1842742-jv?source=searchResults&searchType=2&placement=1842842&sortBy=date
[VN-83] Thiết Kế Và Phát Triển Hệ Thống,VN-83 Thiết Kế Và Phát Triển Hệ Thống,N/A,Công Ty TNHH R Techno Việt Nam,1 năm kinh nghiệm,"107 Đường Tân Cảng, Phường 25, Quận Bình Thạnh, TP.HCM",Từ 46tr ₫/tháng,"C++, Phát Triển Ứng Dụng, Python, VB.NET, Xử Lý Ảnh",https://www.vietnamworks.com/vn-83-thiet-ke-va-phat-trien-he-thong-1838705-jv?source=searchResults&searchType=2&placement=1839355&sortBy=date
Senior Microsoft Dynamics 365 F&O Technical Consultant,Senior Microsoft Dynamics 365 F&O Technical Consultant,['Senior'],CÔNG TY TNHH BMBSOFT VIỆT NAM,5 năm kinh nghiệm,N/A,"Tới $ 3,500 /tháng","AX Development, ERP Dynamic 365, Microsoft Power Platform, X++",https://www.vietnamworks.com/senior-microsoft-dynamics-365-fando-technical-consultant-1838372-jv?source=searchResults&searchType=2&placement=1838672&sortBy=date
Software Engineer,Software Engineer,N/A,N/A,5 năm kinh nghiệm,N/A,"$ 1,000-1,500 /tháng","C/C++ Programming, Embedded Software, Communication Protocols, Firmware, Problem Analysis",https://www.vietnamworks.com/software-engineer-727-1845103-jv?source=searchResults&searchType=2&placement=1845403&sortBy=date
Solution Engineer (Ict/it Solutions),Solution Engineer Ict/it Solutions,N/A,Công Ty TNHH Công Nghệ Hồng Cơ,2 năm kinh nghiệm,"124 Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Thành phố Hồ Chí Minh, Việt Nam","$ 400-1,200 /tháng","Hạ Tầng Công Nghệ, Hạ Tầng Hệ Thống, Kỹ Thuật Máy Tính, ICT, IT Infrastructure Management",https://www.vietnamworks.com/solution-engineer-ict-it-solutions-1837908-jv?source=searchResults&searchType=2&placement=1838208&sortBy=date
Data Analyst,Data Analyst,N/A,GSM,Không yêu cầu năm kinh nghiệm,"Symphony Office, đường Chu Huy Mân, Long Biên, Hà Nội","$ 1,000-2,000 /tháng","SQL, Data Analysis, Business Intelligence, Business Analysis, Power BI",https://www.vietnamworks.com/data-analyst--1835915-jv?source=searchResults&searchType=2&placement=1836165&sortBy=date
Trưởng Nhóm Quản Lý Phần Mềm Ứng Dụng & Cơ Sở Dữ Liệu,Trưởng Nhóm Quản Lý Phần Mềm Ứng Dụng & Cơ Sở Dữ Liệu,N/A,Bệnh Viện Mắt Quốc Tế Việt - Nga,5 năm kinh nghiệm,"Tầng 7 tòa nhà Hancorp 72 Trần Đăng Ninh, Quận Cầu Giấy , Hà Nội , Việt Nam",Thương lượng,"Bảo Mật Dữ Liệu, Cơ Sở Dữ Liệu, PostgreSQL, HIS, Database SQL Server",https://www.vietnamworks.com/truong-nhom-quan-ly-phan-mem-ung-dung-co-so-du-lieu-1840176-jv?source=searchResults&searchType=2&placement=1840376&sortBy=date
Fresh Speed Up 2025 | Staff - IT,Fresh Speed Up 2025 | Staff - IT,N/A,B.Braun Vietnam Company Ltd.,Không yêu cầu năm kinh nghiệm,"Thanh Oai Industrial Complex, Thanh Oai, Ha Noi",Thương lượng,"Công nghệ thông tin, Khoa Học Máy Tính, Tiếng Anh thành thạo",https://www.vietnamworks.com/fresh-speed-up-2025-staff-it-1839462-jv?source=searchResults&searchType=2&placement=1839662&sortBy=date
Tư Vấn Giải Pháp Mạng (Network Presale),Tư Vấn Giải Pháp Mạng Network Presale,N/A,Công Ty Cổ Phần Tập Đoàn HiPT,1 năm kinh nghiệm,"Tòa nhà HiPT, 152 Thụy Khuê, Tây Hồ, Hà Nội",Thương lượng,"System Integrators, Consultant Service, Firewall, Cisco Firewall Security, Cloud Storage",https://www.vietnamworks.com/tu-van-giai-phap-mang-network-presale--1843420-jv?source=searchResults&searchType=2&placement=1843970&sortBy=date
UI UX Designer,UI UX Designer,N/A,Doo Group,1 năm kinh nghiệm,"42 Ngô Quang Huy, Thao Dien, Quận 2, Ho Chi Minh City, Vietnam","$ 900-1,000 /tháng","UX Design, UI Design, Adobe Illustrator, Adobe Photoshop, Figma",https://www.vietnamworks.com/ui-ux-designer--1841914-jv?source=searchResults&searchType=2&placement=1842564&sortBy=date
Java Software Developer - Hybrid Working,Java Software Developer - Hybrid Working,N/A,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (Shbfinance),3 năm kinh nghiệm,"Trụ sở chính: Tầng 6, Tòa nhà Gelex, 52 phố Lê Đại Hành, phường Lê Đại Hành, Q. Hai Bà Trưng, Hà Nội",Thương lượng,"Java, Spring Boot, Microservices Architecture, Oracle, Postgres",https://www.vietnamworks.com/java-software-developer-hybrid-working-1838762-jv?source=searchResults&searchType=2&placement=1839312&sortBy=date
Cybersecurity Engineer,Cybersecurity Engineer,N/A,"First Trust ACPA Vietnam CO., LTD",1 năm kinh nghiệm,"Level 8, Hoa Binh International Towers  106 Hoang Quoc Viet street, Cau Giay District, Hanoi, Vietnam",Thương lượng,"Communication Skills, Network Security, Penetration Testing",https://www.vietnamworks.com/cybersecurity-engineer--1841538-jv?source=searchResults&searchType=2&placement=1841988&sortBy=date
Kỹ Sư IT ERP/ EA Smfg,Kỹ Sư IT ERP/ EA Smfg,N/A,Công Ty TNHH Liteon Việt Nam,Không yêu cầu năm kinh nghiệm,"Số 149, đường 10, Khu công nghiệp VSIP Hải Phòng","Tới $ 1,000 /tháng","C#, ERP, SQL Server, Oracle, IT Phần Mềm",https://www.vietnamworks.com/ky-su-it-erp-ea-smfg--1827329-jv?source=searchResults&searchType=2&placement=1827629&sortBy=date
Fresher IT Developer,Fresher IT Developer,['Fresher'],Navigos Search's Client,Không yêu cầu năm kinh nghiệm,Hanoi,$ 350-450 /tháng,"SQL, English",https://www.vietnamworks.com/fresher-it-developer-1844376-jv?source=searchResults&searchType=2&placement=1844776&sortBy=date
ERP Project Leader (Experienced in Garment Industry),ERP Project Leader Experienced in Garment Industry,N/A,Chi Nhánh Hà Nội - Công Ty TNHH Kiara Garments Việt Nam,8 năm kinh nghiệm,"Tầng 9, tòa nhà IDMC Mỹ Đình, số 15 Phạm Hùng, phường Mỹ Đình 2, quận Nam Từ Liêm, TP Hà Nội",35tr-85tr ₫/tháng,"ERP Management, Gap Analysis, Project Planning, Restructuring, Software Implementation",https://www.vietnamworks.com/erp-project-leader-experienced-in-garment-industry-1844721-jv?source=searchResults&searchType=2&placement=1844821&sortBy=date
Phó Phòng Hỗ Trợ Người Dùng/ IT Helpdesk Deputy Manager,Phó Phòng Hỗ Trợ Người Dùng/ IT Helpdesk Deputy Manager,N/A,Công Ty TNHH TM DV Tân Hiệp Phát,5 năm kinh nghiệm,"219 Đại lộ Bình Dương, Vĩnh Phú, Thuận An, Bình Dương",Thương lượng,"Information Technology, IT Helpdesk, Helpdesk, English, IT",https://www.vietnamworks.com/pho-phong-ho-tro-nguoi-dung-it-helpdesk-deputy-manager-1842515-jv?source=searchResults&searchType=2&placement=1843115&sortBy=date
Quality Control Supervisor,Quality Control Supervisor,N/A,Công Ty TNHH Premo Việt Nam,2 năm kinh nghiệm,"KCN Điện Nam - Điện Ngọc, Quảng Nam (Giáp ranh Đà Nẵng)",Thương lượng,"IATF 16949:2016, ISO 9001, Quality Control, Sap, Team Management",https://www.vietnamworks.com/quality-control-supervisor-1836231-jv?source=searchResults&searchType=2&placement=1836781&sortBy=date
Product Manager - ERP Omnichannel,Product Manager - ERP Omnichannel,N/A,Abbott,Không yêu cầu năm kinh nghiệm,"02 Ngo Duc Ke, Dist. 1, HCM",Thương lượng,"ERP, ERP System  Integration",https://www.vietnamworks.com/product-manager-erp-omnichannel-1833777-jv?source=searchResults&searchType=2&placement=1834277&sortBy=date
Wastewater Process & Controls Engineer,Wastewater Process & Controls Engineer,N/A,LR-TEK,3 năm kinh nghiệm,21 rue de Lyon,Thương lượng,"Artificial Intelligence, C Programming Language, Control System, Machine Learning, Aeration System Design",https://www.vietnamworks.com/wastewater-process-and-controls-engineer-1839935-jv?source=searchResults&searchType=2&placement=1840435&sortBy=date
RF Engineer,RF Engineer,N/A,Công Ty TNHH Công Nghệ Huawei Việt Nam,2 năm kinh nghiệm,"33F, Keangnam Landmark, Pham Hung, Nam Tu Liem, Hanoi",Thương lượng,"Database Technology, Effective Communication, Radio Design, Software System Architecture, Telecommunications",https://www.vietnamworks.com/rf-engineer-1840338-jv?source=searchResults&searchType=2&placement=1840338&sortBy=date
Senior Backend Developer,Senior Backend Developer,['Senior'],Công Ty TNHH VHG DATA,4 năm kinh nghiệm,"756A Âu Cơ, Ward 14, Tan Binh District, Ho Chi Minh City, Vietnam","$ 1,000-2,000 /tháng","NodeJS, PHP, Python, MongoDB",https://www.vietnamworks.com/senior-backend-developer--1806676-jv?source=searchResults&searchType=2&placement=1807276&sortBy=date
IT Helpdesk,IT Helpdesk,N/A,Grant Thornton (Vietnam) Limited,Không yêu cầu năm kinh nghiệm,"18th Floor, Hoa Binh International Office Building 106 Hoang Quoc Viet Street, Cau Giay District  Hanoi, Vietnam",Thương lượng,"Technical Support, Helpdesk, English, Equipment Installation, Linux",https://www.vietnamworks.com/it-helpdesk--1844409-jv?source=searchResults&searchType=2&placement=1844809&sortBy=date
Database Administrator,Database Administrator,N/A,Discova (Formerly Known As Buffalo Tours),2 năm kinh nghiệm,"33 Truc Bach, Ba Dinh, Ha Noi",30tr-33tr ₫/tháng,"Database Design, Microsoft Dynamics 365, Azure SQL, English, Microsoft SQL Server",https://www.vietnamworks.com/database-administrator-1835941-jv?source=searchResults&searchType=2&placement=1836491&sortBy=date
System Engineer,System Engineer,N/A,Skylab Innogram Vietnam LLC,2 năm kinh nghiệm,"District 3, HCMC",Thương lượng,"Linux System Administration, Infrastructure-As-Code, Bash, Python",https://www.vietnamworks.com/system-engineer-1838942-jv?source=searchResults&searchType=2&placement=1839142&sortBy=date
Quality Assurance Analyst,Quality Assurance Analyst,N/A,Công Ty TNHH Công Nghệ TikTok Việt Nam,1 năm kinh nghiệm,"LIM Tower 3 - 29A Nguyễn Đình Chiểu, phường Đa Kao, Quận 1, TP.HCM",Thương lượng,"Attention To Detail, English, Image Moderation, Interpersonal Skills, Quality Assurance",https://www.vietnamworks.com/quality-assurance-analyst-1844110-jv?source=searchResults&searchType=2&placement=1844260&sortBy=date
IT Network Engineer (Accept Fresher),IT Network Engineer Accept Fresher,['Fresher'],HYUNDAI Kefico,Không yêu cầu năm kinh nghiệm,"Lô XN 01 - Khu công nghiệp Đại An - P Tứ Minh, TP Hải Dương, T Hải Dương",Thương lượng,"English, Công Nghệ Thông Tin",https://www.vietnamworks.com/it-network-engineer-accept-fresher--1831657-jv?source=searchResults&searchType=2&placement=1831757&sortBy=date
Odoo Developer,Odoo Developer,N/A,ILA Vietnam,2 năm kinh nghiệm,"The Crest Residence, 15 Tran Bach Dang, Thu Thiem ward, Thu Duc city",Thương lượng,"Odoo ERP, XML, CSS, JavaScript, Python",https://www.vietnamworks.com/odoo-developer--1828390-jv?source=searchResults&searchType=2&placement=1828840&sortBy=date
Data Analyst - Long An,Data Analyst - Long An,N/A,Công Ty TNHH Starry Vietnam,5 năm kinh nghiệm,"Lô B2, Đường Dọc 3, KCN Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Tỉnh Long An, Việt Nam","$ 1,000-1,200 /tháng","Attention To Detail, Data Analysis, Excel, Power BI, Kpi Development",https://www.vietnamworks.com/data-analyst-long-an-1838366-jv?source=searchResults&searchType=2&placement=1838666&sortBy=date
Digital Platform Specialist,Digital Platform Specialist,N/A,Cathay United Bank,3 năm kinh nghiệm,"Taipei, Taiwan",Thương lượng,"Agile Methodology & Scrum, Digital Banking, Digital platform operations, Fintech, User Experience Development",https://www.vietnamworks.com/digital-platform-specialist-1839469-jv?source=searchResults&searchType=2&placement=1839919&sortBy=date
Kỹ Sư Chất Lượng (Thành thạo Tiếng Trung),Kỹ Sư Chất Lượng Thành thạo Tiếng Trung,N/A,Navigos Search's Client,Không yêu cầu năm kinh nghiệm,Hung Yen,"$ 1,500-1,600 /tháng","Tiếng Trung, Chinese, Quản lý chất lượng, QC, RBA",https://www.vietnamworks.com/ky-su-chat-luong-thanh-thao-tieng-trung--1841202-jv?source=searchResults&searchType=2&placement=1841852&sortBy=date
"Senior Associate, Product Management, SPX Express","Senior Associate, Product Management, SPX Express",['Senior'],CÔNG TY TNHH SPX EXPRESS,3 năm kinh nghiệm,N/A,Thương lượng,"Data Analysis, Product Application, Product Delivery, Product Discovery, Technical Thinking",https://www.vietnamworks.com/senior-associate-product-management-spx-express-1835727-jv?source=searchResults&searchType=2&placement=1836327&sortBy=date
Senior Software Engineer & Development,Senior Software Engineer & Development,['Senior'],BIDV Metlife Life Insurance LLC,4 năm kinh nghiệm,"10th Floor, Tower A, Vincom City Towers,  191 Ba Trieu Street, Le Dai Hanh Ward, Hai Ba Trung District, Hanoi, Vietnam",Thương lượng,"Software Development, Software Design, Spring, Apache, ReactJS",https://www.vietnamworks.com/senior-software-engineer-development--1840829-jv?source=searchResults&searchType=2&placement=1840979&sortBy=date
Chuyên Viên Vận Hành Open Banking & Dịch Vụ Kết Nối - Khối CNTT,Chuyên Viên Vận Hành Open Banking & Dịch Vụ Kết Nối - Khối CNTT,N/A,Ngân hàng Lộc Phát Việt Nam LPBank,2 năm kinh nghiệm,"LPB Tower, số 210 Đường Trần Quang Khải, French Quarter, Trang Tien, Hoàn Kiếm, Hanoi, Vietnam",Thương lượng,"Hệ Thống Oracle, Lập Trình SQL Server, Linux, Quản Trị Hệ Thống, Vận Hành Hệ Thống",https://www.vietnamworks.com/chuyen-vien-van-hanh-open-banking-and-dich-vu-ket-noi-khoi-cntt-1839419-jv?source=searchResults&searchType=2&placement=1839969&sortBy=date
